Date_of_Reporting	Deaths	deaths_cumulative	New_Local_Cases	New_Imported_Cases	New_Undetermined_Cases	New_Total_Cases	Unidentifiable	New_Local_Cases_Source	Notes	Num_Delayed	Date_of_Reporting_REPEAT	New_Local_Cases_Original	New_Local_Cases_20210522	New_Local_Cases_20210523	New_Local_Cases_20210524	New_Local_Cases_20210525	New_Local_Cases_20210526	New_Local_Cases_20210527	New_Local_Cases_20210528	ERR_New_Local_Cases_20210529_ERROR_REPORTED	New_Local_Cases_20210529	New_Local_Cases_20210530	New_Local_Cases_20210531	New_Local_Cases_20210601	New_Local_Cases_20210602	New_Local_Cases_20210603	New_Local_Cases_20210604	New_Local_Cases_20210605	New_Local_Cases_20210606	New_Local_Cases_Revised	Revised_Status	Specimen_from_Reported_COVID-19	Specimen_from_Reported_from_Home_Quarantine	Specimen_from_Enhanced_Surveillance	Total
2020/6/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	109	126
2020/6/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	15	0	158	173
2020/6/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	15	0	202	217
2020/6/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	147	176
2020/6/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	18	0	136	154
2020/6/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	11	0	116	127
2020/6/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	161	184
2020/6/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/6/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	179	210
2020/7/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	26	0	115	141
2020/7/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	115	129
2020/7/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	11	0	129	140
2020/7/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	102	119
2020/7/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	128	151
2020/7/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	153	177
2020/7/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	119	136
2020/7/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	122	141
2020/7/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	166	188
2020/7/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	34	0	131	165
2020/7/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	11	0	107	118
2020/7/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	109	126
2020/7/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	104	126
2020/7/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	26	0	129	155
2020/7/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	140	164
2020/7/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	164	191
2020/7/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	121	145
2020/7/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	90	111
2020/7/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	121	135
2020/7/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	130	161
2020/7/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	13	0	130	143
2020/7/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	132	156
2020/7/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	144	163
2020/7/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	118	135
2020/7/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	13	0	82	95
2020/7/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	106	123
2020/7/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	48	0	153	201
2020/7/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	34	0	307	341
2020/7/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	198	220
2020/7/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	38	0	165	203
2020/7/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/7/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	26	0	209	235
2020/8/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	10	0	94	104
2020/8/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	26	0	106	132
2020/8/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	32	0	241	273
2020/8/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	169	192
2020/8/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	32	0	180	212
2020/8/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	25	0	189	214
2020/8/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	34	0	130	164
2020/8/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	156	173
2020/8/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	123	142
2020/8/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	36	0	211	247
2020/8/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	30	0	117	147
2020/8/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	171	190
2020/8/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	24	0	205	229
2020/8/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	167	198
2020/8/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/15	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	113	133
2020/8/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/16	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	14	0	110	124
2020/8/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/17	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	237	260
2020/8/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/18	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	31	0	134	165
2020/8/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/19	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	33	0	189	222
2020/8/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/20	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	185	214
2020/8/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/21	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	190	217
2020/8/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/22	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	107	128
2020/8/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/23	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	96	117
2020/8/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/24	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	42	0	200	242
2020/8/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/25	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	26	0	129	155
2020/8/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/26	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	162	182
2020/8/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/27	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	32	0	172	204
2020/8/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/28	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	154	177
2020/8/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/29	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	12	0	136	148
2020/8/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/30	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	13	0	144	157
2020/8/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/8/31	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	198	215
2020/9/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/1	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	122	144
2020/9/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/2	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	132	152
2020/9/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/3	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	203	232
2020/9/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/4	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	29	0	213	242
2020/9/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/5	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	22	0	90	112
2020/9/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/6	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	19	0	154	173
2020/9/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/7	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	27	0	161	188
2020/9/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/8	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	166	187
2020/9/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/9	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	17	0	138	155
2020/9/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/10	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	201	224
2020/9/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/11	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	21	0	165	186
2020/9/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/12	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	23	0	103	126
2020/9/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/13	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	12	0	198	210
2020/9/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	NA	PENDING			2020/9/14	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	PENDING	FALSE	20	0	134	154
